0.0065;0
0.0138;0.335
0.0221;0.331
0.031;0.326
0.0409;0.319
0.0515;0.315
0.0629;0.321
0.0751;0.333
0.088;0.341
0.102;0.338
0.1168;0.331
0.1323;0.331
0.1487;0.338
0.1659;0.344
0.184;0.342
0.203;0.335
0.2228;0.33
0.2434;0.33
0.2648;0.334
0.287;0.337
0.3102;0.334
0.3342;0.33
0.3589;0.329
0.3845;0.33
0.411;0.331
0.4382;0.329
0.4663;0.321
0.4952;0.307
0.5249;0
